Title;endereco;uf;telefone;contato;cnpj;horario_atendimento;Outros horarios;servicos_oferecidos;procedimentos;Atendimento;Avisos;gerente_unidade;gerente_clinica;Enfermeiro_a_Supervisor_a_;Demais_Gerencias;Unidade_Responsavel;Tipo de Item;Caminho
CliniCASSI Aracaju;Av. Tancredo Neves, 242 – Grageru – Aracaju (SE) – CEP 49040-490​;Sergipe;(79) 2105-4600;Fale com a CASSI | Central 0800 729 0080;33.719.485/0005-50;de 2ª a 6ª feira, das 8h às 18h para atendimento administrativo e das 7h às 18h para atendimento médico.​;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Pediatra, Endocrinologista e Ginecologista.3. Exame laboratorial.
4. Saúde do Trabalhador (a).
5. Perícia Médica.";"1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica; 2. Administração de oxigênio por catéter nasal / Máscara de Venturi; 3. Aplicação de compressa quente; 4. Avaliação e Curativo em ferida; 5. Nebulização/inalação; 6. Retirada de pontos; 7. Tratamento/cuidado de queimaduras (exceto grandes queimados); 8. Avaliação do pé diabético; 9. Controle/Aferição sinais vitais e antropometria; 10. Realização de teste de glicemia capilar; 11. Incisão e drenagem de abcessos; 12. Sutura de Ferimentos da pele; 13. Lavagem auditiva e remoção de cerume; 14. Tamponamento de epistaxe; 15. Cateterismo vesical de alívio; 16. Cateterismo vesical de demora; 17. Coleta para exame citopatológico cérvico-vaginal; 18. Inserção de DIU; 19. Troca de bolsa de colostomia.";;;André Stroff;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Sergipe;"Av. Tancredo Neves,  242 – Grageru – Aracaju (SE) – CEP 49025-620

";Sergipe;;Fale com a CASSI | Central 0800 729 0080;33.719.485/0005-50;de 2ª a 6ª feira, das 8 às 18h;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;André Stroff;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Araçatuba;Rua Marconi,  nº125, Bairro Higienópolis, Araçatuba (SP) – CEP: 16010-645;São Paulo;(18) 3175-3300;Fale com a CASSI | Central 0800 729 0080;33.719.485/0051-96;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral. 2. Administração de oxigênio por catéter nasal / Máscara de Venturi.  3. Curativo em Ferida simples.  4. Lavagem auditiva e remoção de cerume.  5. Retirada de pontos.  6. Retirada de Tunga Penetrans (Bicho de pé).  7. Tratamento/cuidado de queimaduras (exceto grandes queimados).  8. Troca de bolsa de colostomia / ileostomia.  9. Avaliação do pé diabético.  10. Coleta para exame citopatológico cérvico-vaginal.  11. Controle/Aferição sinais vitais e antropometria.  12. Realização de teste de glicemia capilar.;;;;;Ana Paula Teixeira da Silva;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Av. Paulista;"Avenida Paulista, 500 – Bela Vista, 7º andar,
São Paulo – SP, 01310-000";São Paulo;(11) 4501-2280;Fale com a CASSI | Central 0800 729 0080;33.719.485/0058-62;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primaria à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Pediatra, Cardiologista e Psiquiatra.
3. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Curativo em Ferida simples. 3. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas. 4. Incisão e drenagem de abcessos. 5. Lavagem auditiva e remoção de cerume. 6. Retirada de pontos. 7. Tamponamento de Epistaxe. 8. Tratamento/cuidado de queimaduras (exceto grandes queimados). 9. Avaliação do pé diabético. 10. Coleta para exame citopatológico cérvico-vaginal. 11. Eletrocardiografia. 12. Controle/Aferição sinais vitais e antropometria. 13. Realização de teste de glicemia capilar. 14. Inserção e remoção de DIU (Dispositivo Intra Uterino). 15. Nebulização/inalação. 16. Avaliação do Risco Cirúrgico.;;;;Ana Paula Alves Senise;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Bauru;Rua: Aviador Gomes Ribeiro, nº 16-48, Bairro Santa Tereza Bauru (SP) – CEP 17012-010;São Paulo;(14) 3161-0735;Fale com a CASSI | Central 0800 729 0080;33.719.485 0049-71;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: Médico e enfermeira Supervisora;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral. 2. Curativo em Ferida simples. 3. Incisão e drenagem de abcessos. 4. Lavagem auditiva e remoção de cerume. 5. Retirada de pontos. 6. Tratamento/cuidado de queimaduras (exceto grandes queimados). 7. Avaliação do pé diabético. 8. Coleta para exame (citopatológico cérvico-vaginal). 9. Controle/Aferição sinais vitais e antropometria. 10. Eletrocardiograma sem laudo. 11. Realização de teste de glicemia capilar. 12. Orientação de enfermagem na amamentação e nos cuidados com recém-nascido.;;;;;Josiane Cristina Balani Villa;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Campinas;Avenida José de Souza Campos, nº 2021, 1º ao 3º andar, Nova Campinas, Campinas (SP) – CEP:​ 13025-320;São Paulo;(19) 2127-6900;Fale com a CASSI | Central 0800 729 0080;33.719.485/0002-08;de 2ª a 6ª feira, das 8h às 18h​;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (Nutricionista e Assistente Social);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, subcutânea e tópica.  2. Administração de oxigênio por catéter nasal / Máscara de Venturi.  3. Curativo em Ferida simples.  4. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  5. Incisão e drenagem de abcessos.  6. Nebulização/inalação.  7. Retirada de pontos.  8. Eletrocardiograma sem laudo  9. Tamponamento de Epistaxe.  10. Tratamento/cuidado de queimaduras (exceto grandes queimados).  11. Troca de bolsa de colostomia / ileostomia.  12. Avaliação do pé diabético.  13. Controle/Aferição sinais vitais e antropometria.  14. Realização de teste de glicemia capilar.  15 Colocação, retirada e troca de DIU. 16. Aplicação de compressa quente. 17. Orientação e apoio para a ordenha do leite materno 18. Oximetria 19 . Pequenas suturas com anestesia local 20. Prova do laço 21. Retirada de Dermatobiose Penetrans (Berne ou Miíase). 22. Coleta de Papanicolau 23. Exame de Bioimpedância.;;;;Nara Leticia Pedroso Ramos Rodrigues;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Jabaquara;Avenida do Café, n° 277, térreo, Vila Guarani, São Paulo (SP) CEP: 04311-900​​;São Paulo;(11) 2126-1500;Fale com a CASSI | Central 0800 729 0080;33.719.485/0018-75;de 2ª a 6ª feira, das 7 às 19h e sábado, das 7 às 12h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: Médico, Nutricionista, Assistente Social, Psicólogo, Enfermeiro, Técnico de Enfermagem e Equipe Multiprofissional (Farmacêutica, Nutricionista, Psicólogo e Assistente Social);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Cardiologista, Endocrinologista, Pediatra, Ginecologista, Psiquiatra e Geriatria.
3. Exame laboratorial.
4. Saúde do Trabalhador (a).
5. Perícia Médica.
6. Administração de imunobiológicos elegíveis para serem aplicados na CliniCASSI (consultar junto a sua equipe da CliniCASSI quais imunobiológicos elegíveis).";"1. Curativo em Ferida simples. 2. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 3. Administração de oxigênio por catéter nasal / Máscara de Venturi. 4. Aplicação de compressa quente. 5. Colocação de imobilização provisória (colar cervical e tipoia). 6. Drenagem de hematoma subungueal. 7. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.8. Incisão e drenagem de abcessos. 9. Lavagem auditiva e remoção de cerume.10. Nebulização/inalação. 11. Retirada de Dermatobiose Penetrar (Berne ou Miiase). 12. Retirada de pontos; 13. Retirada de Tunga Penetrans (Bicho de pé).  14. Tamponamento de Epistaxe.  15. Tratamento/cuidado de queimaduras (exceto grandes queimados).  16. Avaliação do pé diabético.  17. Troca de bolsa de colostomia /Ileostomia.  18. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical.  19. Cateterismo Vesical de Alívio.  20. Cateterismo Vesical de demora (Passagem/Troca, incluindo em cistostomia)/troca de sonda de Folley.  21. Coleta para exame citopatológico cérvico-vaginal.  22. Controle/Aferição sinais vitais e antropometria.  23. Eletrocardiografia.  24. Realização de teste de glicemia capilar.  25. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas.  26. Remoção de Molusco contagioso. 27. Inserção e retirada de DIU (Dipositivo Intra Uterino).";;;Marcelo Callai Costa Beber;Fernanda Ribeiro Ferreira​​;;"Coordenador de Equipe Administrativa – Robson Luis de Souza Inacio
Gerente da Divisão de Relacionamento com o Mercado – Pedro Vicente da Cruz Jung
Gerente da Regulação – Patricia Barbosa Lucchesi
Gerente da Negociação e Relacionamento com Prestador – Aline Rosa da Silva
Gerente da Negociação e Relacionamento com Participante – Allan dos Santos Rocha
Gerente da Divisão de Atenção à Saúde – Maria Luiza Feitoza Souza
Gerente da Divisão de Atenção à Saúde – Isabel Pizani de Souza
Gerente da Saúde Ocupacional – Amanda de Padua Fleury
";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Piracicaba;Rua do Rosário, nº153, Centro, Piracicaba (SP) – CEP: 13400-180;São Paulo;(19) 3052-0181;Fale com a CASSI | Central 0800 729 0080;33.719.485/0075-63;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral. 2. Administração de oxigênio por catéter nasal / Máscara de Venturi. 3. Curativo em Ferida simples. 4. Lavagem auditiva e remoção de cerume. 5. Nebulização/inalação. 6. Retirada de pontos. 7. Retirada de Tunga Penetrans (Bicho de pé). 8. Tratamento/cuidado de queimaduras (exceto grandes queimados). 10. Troca de bolsa de colostomia / ileostomia. 11. Avaliação do pé diabético. 12. Coleta para exame citopatológico cérvico-vaginal. 13. Controle/Aferição sinais vitais e antropometria. 14. Eletrocardiografia sem laudo. 15. Realização de teste de glicemia capilar. 16. Oximetria 17. Incisão e drenagem de abcesso 18. Prova de laço 19. Retirada de Dermatobiose Penetrans (Berne ou Miíase). 20. Controle do Diabetes 21. Controle da Hipertensão Arterial 22. Controle das doenças da Tireoide.;;;;;Gyullyanna Lebrank Martins de Souza Lima;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Ribeirão Preto;Av: Cel. Fernando Ferreira Leite, nº1520, 4º Andar,  Jardim Nova Aliança, Ribeirão Preto (SP) – CEP: 14026-020;São Paulo;(16) 2138-5980;Fale com a CASSI | Central 0800 729 0080;33.719.485/0035-76;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Exame laboratorial.
3. Saúde do Trabalhador (a).";1. Administração de oxigênio por catéter nasal / Máscara de Venturi. 2. Aferição de frequência respiratória e cardíaca 3. Aferição de peso, altura, circunferência abdominal e cálculo do IMC 4. Aferição de pressão arterial 5. Aferição de pulso 6. Aferição de temperatura corporal 7. Aplicação de compressa quente. 8. Ausculta dos batimentos cardiofetais com o Detector Fetal na consulta obstétrica 9. Avaliação do Pé Diabético com Monofilamentos 10. Avaliação do Risco Cirúrgico. 11. Cateterismo de alívio. 12. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia). 13. Cauterização química de pequenas lesões de pele e mucosa. 14. Coleta de Papanicolau (citopatológico cérvico-vaginal) 15. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical. 17. Curativos 18. Eletrocardiograma 19. Exame clínico das mamas 20. Exame de Fundo de Olho (fundoscopia) 21. Glicemia capilar em participantes DM insulinodependentes ou aqueles que necessitem, de acordo com a condição momentânea de saúde 22. Implante e retirada de DIU 23. Incisão e drenagem de abcessos. 24. Lavagem Otológica e Remoção de Cerume 25. Manobra de Reposicionamento no Tratamento da Vertigem (Manobra de Epley) 26. Medicações prescritas pelo médico de família, médico de demanda espontânea ou externos por vias: intramuscular, subcutânea, endovenosa, oral, sublingual, nasal, otológica 27. Medida da força e preensão da mão usando o Adipômetro 28. Nebulização / Inalação 29. Orientação e apoio para a ordenha do leite materno 30. Oximetria 31. Pequenas suturas com anestesia local 32. Prova do laço 33. Retirada de Dermatobiose Penetrans (Berne ou Miíase). 34. Retirada de pontos 35. Retirada de Tunga Penetrans (Bicho de pé). 36. Teste de Acuidade Visual (Tabela de Snellen) 38. Tratamento/cuidado de queimaduras (exceto grandes queimados). 39. Troca de bolsa de colostomia / ileostomia.;;;;Sandra Teclo Marques;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Sã​​o Paulo ABC;Rua das Palmeiras, nº530, Bairro Jardim, Santo André (SP) – CEP 09080-160;São Paulo;(11) 4501-3810​;Fale com a CASSI | Central 0800 729 0080;33.719.485.0047-00;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (nutricionista);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Cardiologista.
3. Saúde do Trabalhador (a).";"1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Administração de oxigênio por catéter nasal / Máscara de Venturi. 3. Aplicação de compressa quente. 4. Colocação de imobilização provisória (colar cervical e tipoia). 5. Curativo em Ferida simples. 6. Lavagem auditiva e remoção de cerume. 7. Nebulização/inalação;Retirada de Dermatobiose Penetrar (Berne ou Miiase). 8. Remoção de molusco contagioso. 9. Retirada de pontos. 10. Retirada de Tunga Penetrans (Bicho de pé). 11. Suporte Básico de Vida – SBV. 12. Tamponamento de Epistaxe. 13. Tratamento/cuidado de queimaduras (exceto grandes queimados). 14. Avaliação do pé diabético. 15. Troca de bolsa de colostomia / ileostomia. 16. Coleta para exame citopatológico cérvico-vaginal. 17. Controle/Aferição sinais vitais e antropometria. 18. Eletrocardiografia. 19. Realização de teste de glicemia capilar. 20. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical. 21. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas. 22. Inserção e retirada de DIU (Dipsositivo Intra Uterino). 23. Retirada de Implanon (Contraceptivo de longa duração).";;;;Elaine Cristina de Oliveira;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Santos;Rua Marcilio Dias, nº 27, 6º andar, Praia do Gonzaga,  Santos (SP) – CEP : 11060-210;São Paulo;(13) 2101–3811;Fale com a CASSI | Central 0800 729 0080;33.719.485/0045-48;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Administração de oxigênio por catéter nasal 2. Aferição de frequência respiratória e cardíaca 3. Aferição de peso, altura, circunferência abdominal e cálculo do IMC 4. Aferição de pressão arterial 5. Aferição de Frequência Cardíaca (pulso) e Frequência Respiratória 6. Aferição de temperatura corporal 7. Aplicação de compressa quente e fria 8. Ausculta dos batimentos cardíacos fetais com o Detector Fetal. 9. Avaliação do Pé Diabético com Monofilamentos 10. Cateterismo de alívio. 11. Cateterismo Vesical de Demora (Passagem/troca). 12. Cauterização química de pequenas lesões de pele e mucosa. 13. Coleta de Preventivo (citopatológico cérvico-vaginal) 14. Curativos em feridas simples. 15. Eletrocardiograma sem laudo. 16. Exame clínico das mamas. 17. Implante e retirada de DIU 18. Incisão e drenagem de abcessos. 19. Lavagem Otológica e Remoção de Cerume 20. Manobra de Reposicionamento no Tratamento da Vertigem (Manobra de Epley) 21. Medicações prescritas pelo médico de família, médico de demanda espontânea ou externos por vias: intramuscular, subcutânea, endovenosa, oral, sublingual, nasal, otológica 22. Medida da força e preensão da mão usando o Adipômetro 23. Nebulização / Inalação 24. Orientação e apoio para a ordenha do leite materno 25. Oximetria 26. Pequenas suturas com anestesia local 27. Prova do laço 28. Retirada de Dermatobiose Penetrans (Berne ou Miíase). 29. Retirada de pontos 30. Retirada de Tunga Penetrans (Bicho de pé). 31. Glicemia capilar em participantes DM insulinodependentes ou aqueles que necessitem, de acordo com a condição momentânea de saúde. 32. Teste de Acuidade Visual (Tabela de Snellen) 33. Tratamento/cuidado de queimaduras (exceto grandes queimados). 34. Troca de bolsa de colostomia / ileostomia. 35. Realização de Acupuntura para queixas agudas. 36. Realização de Agulhamento à seco miofascial para queixas agudas.;;;;Marcela Matvijc De Araujo​;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI São José do Rio Preto;Rua Piracicaba, nº 1850, Santos Dumont, São José do Rio Preto (SP) – CEP: 15020-120;São Paulo;(17) 3512-4060;Fale com a CASSI | Central 0800 729 0080;33.719.485/0040-33;de 2ª a 6ª feira, das 8h às 17h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Lavagem auditiva e remoção de cerume.  2. Retirada de pontos. 3. Avaliação do pé diabético.  4. Controle/Aferição sinais vitais e antropometria.  5. Eletrocardiografia sob demanda dos médicos da CliniCASSI.  6. Realização de teste de glicemia capilar.  7. Administração de Medicamentos por via oral.  8. Curativo em Ferida simples.  9. Aplicação de compressa quente.  10. Tratamento/cuidado de queimaduras (exceto grandes queimados).;;;;;Gisela Bomfim Bolzon;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI São José dos Campos;Rua Esperança, nº 282, 3º andar, sala 36, esquina com a Avenida Adhemar de Barros, Vila Adyanna, São José dos Campos (SP) – CEP: 12243-700;São Paulo;(12) 3512-0025;Fale com a CASSI | Central 0800 729 0080;33.719.485/0053-58;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Controle/Aferição sinais vitais e antropometria.  2. Realização de teste de glicemia capilar.  3. Avaliação do pé diabético.;;;;;Renata Barros Ramos;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI São Paulo Leste;Rua Serra de Botucatu, nº1455, Tatuapé, São Paulo (SP) – CEP: 03317-001;São Paulo;(11) 4501-1240;Fale com a CASSI | Central 0800 729 0080;33.719.485.0046-29;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (nutricionista);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Pediatra e Ginecologista.
3. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Administração de oxigênio por catéter nasal / Máscara de Venturi.  3. Aplicação de compressa quente.  4. Curativo em Ferida simples.  5. Tamponamento de Epistaxe.  7. Cateterismo Vesical de Alívio.  8. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley.  9. Colocação de imobilização provisória (colar cervical e tipoia).  10. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  11. Incisão e drenagem de abcessos.  12. Lavagem auditiva e remoção de cerume.  13. Nebulização/inalação.  14. Remoção de molusco contagioso.  15. Retirada de Dermatobiose Penetrans (Berne ou Miiase).  16. Retirada de pontos.  17. Retirada de Tunga Penetrans (Bicho de pé).  18. Tratamento/cuidado de queimaduras (exceto grandes queimados).  19. Avaliação do pé diabético.  20.Troca de bolsa de colostomia /Ileostomia. 21. Coleta para exame citopatológico cérvico-vaginal.  22. Controle/Aferição sinais vitais e antropometria.  23. Eletrocardiografia.  24. Realização de teste de glicemia capilar. 25. Inserção e retirada de DIU (Dipsositivo Intra Uterino). 26. Retirada de Implanon (Contraceptivo de longa duração). 27. Prova do laço. 28. Orientação e apoio para a ordenha do leite materno.;;;;Carla Aparecida Padron;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI São Paulo Norte;Rua Dr. Olavo Egídio, nº 287, 2º andar, Santana, São Paulo (SP) – CEP: 02.037-000;São Paulo;(11) 4501-1270;Fale com a CASSI | Central 0800 729 0080;33.719.485/0048-90;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c.Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidade que apoia a equipe de APS: Endocrinologista.
3. Saúde do Trabalhador (a).";"1. Nebulização/inalação; 2. Retirada de pontos; 3. Coleta de exame citopatológico cérvico-vaginal; 4. Realização de teste de glicemia capilar; 5. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica; 6. Curativo em Ferida simples; 7. Drenagem de hematoma subungueal; 8. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas; 9. Incisão e drenagem de abcessos; 10. Lavagem auditiva e remoção de cerume; 11. Tamponamento de Epistaxe; 12. Avaliação do pé diabético; 13. Controle/Aferição sinais vitais e antropometria; 14. Eletrocardiografia; 15. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas; 16. Inserção e remoção de DIU (Dispositivo Intra Uterino).";;;;Danielly Kaline de Medeiros Lima Sales;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Sorocaba;Rua Eulália Silva, casa, nº 243, Jardim Faculdade, Sorocaba (SP) – CEP: 18030-230;São Paulo;(15) 3010-1520;Fale com a CASSI | Central 0800 729 0080;33.719.485/0052-77;de 2ª a 6ª feira, das 8 às 18h;;"1. Atenção Primaria à saude (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";"1. Curativo em Ferida simples.
2. Incisão e drenagem de abcessos.
3 Lavagem auditiva e remoção de cerume.
4. Retirada de pontos.
5. Tratamento/cuidado de queimaduras (exceto grandes queimados).
6. Avaliação do pé diabético.
7. Coleta para exame citopatológico cérvico-vaginal.
8. Controle/Aferição sinais vitais e antropometria.
9. Realização de teste de glicemia capilar.";;;Marcelo Callai Costa Beber;Cláudia Souza de Paula;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
